,course_name,skills,ratings,difficulty,certification_type
892,Key Technologies in Data Analytics," Data Management, Leadership and Management, Big Data, Data Warehousing, Databases, Security Engineering, Data Analysis, Data Structures, Data Model, Database Application, Database Design, Network Security, Data Visualization, Cloud Computing",3.9,Beginner,Specialization
893,Data Science and Analysis Tools - from Jupyter to R Markdown," Python Programming, Basic Descriptive Statistics, Data Analysis, Data Science, Data Visualization, Data Visualization Software, R Programming",3.4,Beginner,Specialization
894,Data Analysis in R with RStudio & Tidyverse," Basic Descriptive Statistics, Data Analysis, R Programming",4.3,Beginner,Course
895,Database systems," Databases, SQL, Business Intelligence, Data Warehousing, Leadership and Management, NoSQL",4.3,Intermediate,Specialization
896,Relational database systems," Databases, Leadership and Management, SQL",4.4,Intermediate,Course
897,Python Packages for Data Science," Python Programming, Data Visualization",4.4,Intermediate,Course
898,Advanced Machine Learning Algorithms,Not Available,Not Available,Beginner,Course
899,Machine Learning Using SAS Viya," Machine Learning, Machine Learning Algorithms, SAS (Software), Human Learning",4.7,Intermediate,Course
900,Data Collection and Integration,Not Available,4.4,Intermediate,Course
901,Managing Big Data in Clusters and Cloud Storage," Big Data, Cloud Storage, Data Management, Databases, SQL, Data Structures, Database Administration, Database Design, Database Theory, Apache, Cloud Management, Data Analysis",4.7,Beginner,Course
902,Causal Inference  2, Mathematics,3.4,Advanced,Course
903,Foundations for Big Data Analysis with SQL," Data Management, Databases, Big Data, Data Structures, SQL, Data Analysis, Data Warehousing",4.8,Beginner,Course
904,SASÂ® Programming for Distributed Computing in SASÂ® ViyaÂ®,Not Available,4.9,Advanced,Course
905,CASL Programming for Distributed Computing in SASÂ® ViyaÂ®, Data Analysis,Not Available,Advanced,Course
906,Data mining of Clinical Databases - CDSS 1,Not Available,4.8,Intermediate,Course
907,Deep learning in Electronic Health Records - CDSS 2,Not Available,Not Available,Intermediate,Course
908,Six Sigma for Process Improvement,Not Available,Not Available,Intermediate,Course
909,ChatGPT Prompt Engineering for Developers,Not Available,4.8,Beginner,Project
910,LangChain Chat with Your Data, Natural Language Processing,4.8,Beginner,Project
911,Building Systems with the ChatGPT API,Not Available,4.8,Beginner,Project
912,Overview of Data Visualization," Data Visualization, Microsoft Excel, SQL",4.6,Beginner,Guided
913,Create and Lead an Ethical Data-Driven Organization," Leadership and Management, Organizational Development, Business Process Management, Communication, Human Computer Interaction, People Development, Full-Stack Web Development, Programming Principles, Security Engineering, Supply Chain and Logistics, Project Management, Audit",4.6,Beginner,Course
914,Communicate Effectively about Ethical Challenges in Data-Driven Technologies," Communication, Customer Relationship Management, Leadership and Management, Entrepreneurship, Media Strategy & Planning, Transportation Operations Management, Visualization (Computer Graphics), Customer Analysis, Data Warehousing, Mathematics, Marketing",4.4,Beginner,Course
915,Artificial Intelligence Algorithms Models and Limitations," Algorithms, Applied Machine Learning, Data Analysis, Machine Learning, Machine Learning Algorithms, Computational Thinking, Data Model, Human Computer Interaction, Theoretical Computer Science",4.6,Beginner,Course
916,Artificial Intelligence Ethics in Action," Data Analysis, Human Computer Interaction, Machine Learning, Machine Learning Algorithms, Process Analysis, Strategy and Operations",4.6,Intermediate,Course
917,Data Analyst Career Guide and Interview Preparation," Data Analysis, Business Analysis, Business Communication, Communication, Human Resources, Planning",4.6,Beginner,Course
918,Machine Learning Pipelines with Azure ML Studio," Computer Programming, Data Analysis, Data Science, Machine Learning, Microsoft Azure, Python Programming",4.6,Beginner,Guided
919,Data Science Challenge," Computer Programming, Data Analysis, Data Science, Machine Learning, Python Programming",4.8,Intermediate,Guided
920,"Cluster Analysis, Association Mining, and Model Evaluation"," Data Analysis, Machine Learning",4.5,Intermediate,Course
921,Deep Learning with PyTorch : Image Segmentation, Python Programming,4.4,Intermediate,Guided
922,Clean and analyze social media usage data with Python," Data Analysis, Data Visualization, Python Programming",4,Intermediate,Guided
923,Amazon CodeWhisperer - Getting Started with Generative AI,Not Available,4.4,Beginner,Course
924,Working with BigQuery," Big Data, Data Visualization, SQL",4.3,Beginner,Guided
925,Fundamentals of Data Visualization, Data Visualization,4.7,Intermediate,Course
926,Data Science as a Field," Data Analysis, Applied Mathematics, Computer Science, Data Science, Data Visualization, Exploratory Data Analysis, Professional Development",4.3,Intermediate,Course
927,Planning a Generative AI Project, Planning,4.6,Mixed,Course
928,Analyze Data in a Model Car Database with MySQL Workbench," Data Analysis, Python Programming, SQL",4.6,Intermediate,Guided
929,Understanding Deepfakes with Keras," Artificial Neural Networks, Deep Learning, Machine Learning",4.4,Advanced,Guided
930,Data Mining Methods, Algorithms,3.9,Intermediate,Course
931,Amazon Bedrock - Getting Started with Generative AI,Not Available,4.4,Beginner,Course
932,Scrape and analyze data analyst job requirements with Python," Data Analysis, Python Programming",3.3,Intermediate,Guided
933,Predictive Modeling with Logistic Regression using SAS," SAS (Software), Statistical Programming, Data Analysis, Data Mining, Machine Learning, Probability & Statistics, Regression, Statistical Analysis, Statistical Machine Learning",4.6,Intermediate,Course
934,Interpretable Machine Learning Applications: Part 1,Not Available,4.3,Beginner,Guided
935,Build and deploy a stroke prediction model using R," Data Analysis, Data Visualization, Machine Learning, Python Programming, R Programming",4.3,Intermediate,Guided
936,Unsupervised Algorithms in Machine Learning, Dimensionality Reduction,3.9,Intermediate,Course
937,Using Descriptive Statistics to Analyze Data in R," Basic Descriptive Statistics, General Statistics, R Programming",4.6,Beginner,Guided
938,Understanding and Applying Text Embeddings," Natural Language Processing, Python Programming",4.8,Beginner,Project
939,Enjoyable Econometrics,Not Available,4.1,Beginner,Course
940,"Predictive Modeling, Model Fitting, and Regression Analysis"," Data Analysis, Data Model, General Statistics, Machine Learning, Probability & Statistics, Regression, Statistical Analysis",4.4,Intermediate,Course
941,Pattern Discovery in Data Mining," Data Analysis, Data Mining, Algorithms",4.3,Mixed,Course
942,Application of Data Analysis in Business with R Programming," Data Analysis, Data Visualization, R Programming, Statistical Programming, Computer Programming",4.3,Intermediate,Guided
943,Scalable Machine Learning on Big Data using Apache Spark," Apache, Big Data, Machine Learning, Human Learning, Machine Learning Algorithms, Data Science",3.8,Intermediate,Course
944,Real-time data visualization dashboard using Node-red, Javascript,4.4,Intermediate,Guided
945,Cluster Analysis in Data Mining," Machine Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Algorithms",4.5,Mixed,Course
946,Address Business Issues with Data Science," Data Analysis, Exploratory Data Analysis",4.4,Intermediate,Course
947,High-dimensional Data visualization techniques using python," Data Analysis, Data Visualization, Python Programming",5,Intermediate,Guided
948,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats"," Human Learning, Machine Learning, Applied Machine Learning, Data Analysis, Machine Learning Algorithms, Data Science",4.8,Beginner,Course
949,Deep Learning with PyTorch : Generative Adversarial Network," Deep Learning, Python Programming",4.5,Intermediate,Guided
950,NoSQL systems," Databases, NoSQL",4.3,Intermediate,Course
951,Data Mining Project,Not Available,4.3,Intermediate,Course
952,Business intelligence and data warehousing," Business Intelligence, Data Warehousing",3.9,Intermediate,Course
953,Perform exploratory data analysis on retail data with Python," Data Analysis, Data Visualization, Exploratory Data Analysis, Python Programming",4.5,Intermediate,Guided
954,Building a Generative AI-Ready Organization,Not Available,4.1,Beginner,Course
955,Interpretable Machine Learning Applications: Part 2,Not Available,4.1,Beginner,Guided
956,Analyze Data," Data Analysis, Data Visualization",4.7,Intermediate,Course
957,Advanced Models for Decision Making," Decision Making, Business Analysis, Data Analysis, Generally Accepted Accounting Principles (GAAP), Statistical Machine Learning, Strategy and Operations, Operations Management",4.8,Beginner,Course
958,Performing Data Definition and Manipulation in SQL," Databases, PostgreSQL, SQL",4.6,Beginner,Guided
959,Automated Report Generation with Generative AI,Not Available,Not Available,Beginner,Course
960,Tweet Emotion Recognition with TensorFlow," Deep Learning, Machine Learning, Natural Language Processing, Tensorflow",4.6,Intermediate,Guided
961,Facial Expression Recognition with PyTorch," Computer Vision, Deep Learning",3.7,Beginner,Guided
962,Web of Data," Semantic Web, Web Development",4.1,Intermediate,Course
963,Case studies in business analytics with ACCENTURE,Not Available,3.7,Mixed,Course
964,Train Machine Learning Models," Machine Learning, Regression",Not Available,Intermediate,Course
965,Build your first Machine Learning Pipeline using Dataiku," Machine Learning, Training",4.6,Beginner,Guided
966,Advanced Microsoft Power BI,Not Available,Not Available,Advanced,Course
967,Custom Reports in Google Analytics," Marketing, Web Development",4.5,Intermediate,Guided
968,Data Science Coding Challenge: Loan Default Prediction," Data Analysis, Data Science, Machine Learning, Python Programming",4.7,Intermediate,Guided
969,Data Visualization in Power BI: Create Your First Dashboard,Not Available,4.3,Intermediate,Guided
970,Regression and Classification," Machine Learning, Data Science, R Programming, Regression, Statistical Analysis",3.5,Intermediate,Course
971,Forecast bikeshare demand using time series models in R," Basic Descriptive Statistics, Data Analysis, Data Visualization, Interactive Data Visualization, Machine Learning, Python Programming",Not Available,Intermediate,Guided
972,Interpretable machine learning applications: Part 5," Data Science, Software Engineering",4.3,Beginner,Guided
973,Transfer Learning for NLP with TensorFlow Hub," Deep Learning, Machine Learning, Natural Language Processing, Tensorflow",4.8,Intermediate,Guided
974,Visualization for Statistical Analysis," Data Visualization, Exploratory Data Analysis, R Programming",4.9,Beginner,Guided
975,Simulation Models for Decision Making," Decision Making, Probability & Statistics, Probability Distribution, Statistical Analysis, Data Analysis, General Statistics",4.6,Beginner,Course
976,SQL Mathematical Functions, PostgreSQL,4.1,Intermediate,Guided
977,Finalize a Data Science Project," Communication, Data Model, Data Science, Data Visualization",Not Available,Intermediate,Course
978,Getting started with ImageJ, Data Analysis,4.4,Beginner,Guided
979,Introduction to Bayesian Statistics," General Statistics, Probability & Statistics, Probability Distribution, Bayesian Statistics, Python Programming",3.6,Beginner,Course
980,Manage Data for an Online Grocer Using MySQL Workbench," Data Analysis, Data Visualization, Python Programming, SQL",Not Available,Intermediate,Guided
981,Interpretable Machine Learning Applications: Part 4, Data Analysis,4.7,Intermediate,Guided
